observed_at,price_value
2018-06-29,1112.30000000
2018-07-02,1120.26000000
2018-07-03,1112.79000000
2018-07-04,1117.68000000
2018-07-05,1118.01000000
2018-07-06,1118.15000000
2018-07-09,1111.10000000
2018-07-10,1117.25000000
2018-07-11,1123.71000000
2018-07-12,1125.85000000
2018-07-13,1133.47000000
2018-07-16,1127.07000000
2018-07-17,1127.30000000
2018-07-18,1134.22000000
2018-07-19,1139.70000000
2018-07-20,1133.43000000
2018-07-23,1134.30000000
2018-07-24,1128.35000000
2018-07-25,1122.73000000
2018-07-26,1119.68000000
2018-07-27,1118.43000000
2018-07-30,1117.76000000
2018-07-31,1118.60000000
2018-08-01,1117.82000000
2018-08-02,1130.00000000
2018-08-03,1124.54000000
2018-08-06,1125.59000000
2018-08-07,1119.95000000
2018-08-08,1120.53000000
2018-08-09,1119.67000000
2018-08-10,1129.14000000
2018-08-13,1135.20000000
2018-08-14,1128.00000000
2018-08-15,1135.49000000
2018-08-16,1129.78000000
2018-08-17,1125.78000000
2018-08-20,1122.32000000
2018-08-21,1119.62000000
2018-08-22,1118.24000000
2018-08-23,1122.51000000
2018-08-24,1115.30000000
2018-08-27,1112.71000000
2018-08-28,1105.61000000
2018-08-29,1114.30000000
2018-08-30,1109.76000000
2018-08-31,1117.42000000
2018-09-03,1112.10000000
2018-09-04,1117.57000000
2018-09-05,1122.22000000
2018-09-06,1121.51000000
2018-09-07,1122.75000000
2018-09-10,1129.11000000
2018-09-11,1128.51000000
2018-09-12,1128.50000000
2018-09-13,1121.24000000
2018-09-14,1118.94000000
2018-09-17,1124.97000000
2018-09-18,1124.31000000
2018-09-19,1121.76000000
2018-09-20,1118.72000000
2018-09-21,1116.10000000
2018-09-24,1117.06000000
2018-09-25,1118.24000000
2018-09-26,1115.44000000
2018-09-27,1112.00000000
2018-09-28,1110.70000000
2018-10-01,1111.63000000
2018-10-02,1118.01000000
2018-10-03,1119.93000000
2018-10-04,1128.73000000
2018-10-05,1128.32000000
2018-10-08,1136.76000000
2018-10-09,1137.75000000
2018-10-10,1137.17000000
2018-10-11,1140.99000000
2018-10-12,1131.17000000
2018-10-15,1129.10000000
2018-10-16,1123.60000000
2018-10-17,1127.04000000
2018-10-18,1135.64000000
2018-10-19,1130.00000000
2018-10-22,1131.68000000
2018-10-23,1137.66000000
2018-10-24,1133.68000000
2018-10-25,1135.60000000
2018-10-26,1144.26000000
2018-10-29,1139.93000000
2018-10-30,1139.56000000
2018-10-31,1140.75000000
2018-11-01,1128.50000000
2018-11-02,1117.85000000
2018-11-05,1124.60000000
2018-11-06,1120.84000000
2018-11-07,1119.74000000
2018-11-08,1116.84000000
2018-11-09,1127.07000000
2018-11-12,1136.37000000
2018-11-13,1134.19000000
2018-11-14,1132.15000000
2018-11-15,1130.46000000
2018-11-16,1131.50000000
2018-11-19,1126.83000000
2018-11-20,1127.71000000
2018-11-21,1128.11000000
2018-11-22,1129.10000000
2018-11-23,1132.09000000
2018-11-26,1128.10000000
2018-11-27,1129.21000000
2018-11-28,1128.26000000
2018-11-29,1120.20000000
2018-11-30,1121.61000000
