instrument_code,observed_at,price_value
JPY_KRW,2018-01-03,9.49390000
XAU_USD,2018-01-03,1316.19995117
XAU_KRW,2018-01-03,1402779.58395796
USD_KRW,2018-01-04,1063.52000000
EUR_KRW,2018-01-04,1283.14000000
JPY_KRW,2018-01-04,9.44040000
XAU_USD,2018-01-04,1319.40002441
XAU_KRW,2018-01-04,1403208.31396052
USD_KRW,2018-01-05,1063.68000000
EUR_KRW,2018-01-05,1281.20000000
JPY_KRW,2018-01-05,9.38950000
XAU_USD,2018-01-05,1320.30004883
XAU_KRW,2018-01-05,1404376.75593949
USD_KRW,2018-01-08,1067.29000000
EUR_KRW,2018-01-08,1277.87000000
JPY_KRW,2018-01-08,9.44190000
XAU_USD,2018-01-08,1318.59997559
XAU_KRW,2018-01-08,1407328.56794745
USD_KRW,2018-01-09,1068.40000000
EUR_KRW,2018-01-09,1274.81000000
JPY_KRW,2018-01-09,9.49150000
XAU_USD,2018-01-09,1311.69995117
XAU_KRW,2018-01-09,1401420.22783003
USD_KRW,2018-01-10,1068.17000000
EUR_KRW,2018-01-10,1280.95000000
JPY_KRW,2018-01-10,9.58650000
XAU_USD,2018-01-10,1317.40002441
XAU_KRW,2018-01-10,1407207.18407403
USD_KRW,2018-01-11,1067.10000000
EUR_KRW,2018-01-11,1282.33000000
JPY_KRW,2018-01-11,9.55610000
XAU_USD,2018-01-11,1320.59997559
XAU_KRW,2018-01-11,1409212.23395209
USD_KRW,2018-01-12,1062.49000000
EUR_KRW,2018-01-12,1289.54000000
JPY_KRW,2018-01-12,9.56060000
XAU_USD,2018-01-12,1333.40002441
XAU_KRW,2018-01-12,1416724.19193538
USD_KRW,2018-01-15,1063.57000000
EUR_KRW,2018-01-15,1305.74000000
JPY_KRW,2018-01-15,9.61450000
USD_KRW,2018-01-16,1064.92000000
EUR_KRW,2018-01-16,1302.40000000
JPY_KRW,2018-01-16,9.61890000
XAU_USD,2018-01-16,1335.40002441
XAU_KRW,2018-01-16,1422094.19399470
USD_KRW,2018-01-17,1068.30000000
EUR_KRW,2018-01-17,1303.65000000
JPY_KRW,2018-01-17,9.64170000
XAU_USD,2018-01-17,1338.00000000
XAU_KRW,2018-01-17,1429385.40000000
USD_KRW,2018-01-18,1067.93000000
EUR_KRW,2018-01-18,1306.61000000
JPY_KRW,2018-01-18,9.60250000
XAU_USD,2018-01-18,1326.00000000
XAU_KRW,2018-01-18,1416075.18000000
USD_KRW,2018-01-19,1066.44000000
EUR_KRW,2018-01-19,1306.92000000
JPY_KRW,2018-01-19,9.64230000
XAU_USD,2018-01-19,1331.90002441
XAU_KRW,2018-01-19,1420391.46203180
USD_KRW,2018-01-22,1070.33000000
EUR_KRW,2018-01-22,1309.98000000
JPY_KRW,2018-01-22,9.65630000
XAU_USD,2018-01-22,1330.90002441
XAU_KRW,2018-01-22,1424502.22312676
USD_KRW,2018-01-23,1075.88000000
EUR_KRW,2018-01-23,1317.85000000
JPY_KRW,2018-01-23,9.73660000
XAU_USD,2018-01-23,1335.69995117
XAU_KRW,2018-01-23,1437052.86346478
USD_KRW,2018-01-24,1064.87000000
EUR_KRW,2018-01-24,1315.33000000
JPY_KRW,2018-01-24,9.73380000
XAU_USD,2018-01-24,1355.90002441
XAU_KRW,2018-01-24,1443857.25899348
USD_KRW,2018-01-25,1059.41000000
EUR_KRW,2018-01-25,1314.41000000
JPY_KRW,2018-01-25,9.72770000
XAU_USD,2018-01-25,1362.40002441
XAU_KRW,2018-01-25,1443340.20986020
USD_KRW,2018-01-26,1064.39000000
EUR_KRW,2018-01-26,1323.68000000
JPY_KRW,2018-01-26,9.73650000
XAU_USD,2018-01-26,1351.59997559
XAU_KRW,2018-01-26,1438629.49801824
USD_KRW,2018-01-29,1070.15000000
EUR_KRW,2018-01-29,1324.74000000
JPY_KRW,2018-01-29,9.83110000
USD_KRW,2018-01-30,1070.16000000
EUR_KRW,2018-01-30,1329.25000000
JPY_KRW,2018-01-30,9.84780000
XAU_USD,2018-01-30,1335.40002441
XAU_KRW,2018-01-30,1429091.69012261
USD_KRW,2018-01-31,1065.29000000
EUR_KRW,2018-01-31,1327.03000000
JPY_KRW,2018-01-31,9.78640000
XAU_USD,2018-01-31,1339.00000000
XAU_KRW,2018-01-31,1426423.31000000
USD_KRW,2018-02-01,1071.08000000
EUR_KRW,2018-02-01,1334.46000000
JPY_KRW,2018-02-01,9.76770000
XAU_USD,2018-02-01,1344.30004883
XAU_KRW,2018-02-01,1439852.89630084
USD_KRW,2018-02-02,1084.83000000
EUR_KRW,2018-02-02,1355.17000000
JPY_KRW,2018-02-02,9.87590000
XAU_USD,2018-02-02,1333.69995117
XAU_KRW,2018-02-02,1446837.71802775
USD_KRW,2018-02-05,1087.33000000
EUR_KRW,2018-02-05,1352.64000000
JPY_KRW,2018-02-05,9.89710000
XAU_USD,2018-02-05,1333.00000000
XAU_KRW,2018-02-05,1449410.89000000
USD_KRW,2018-02-06,1086.78000000
EUR_KRW,2018-02-06,1339.89000000
JPY_KRW,2018-02-06,9.92730000
XAU_USD,2018-02-06,1326.09997559
XAU_KRW,2018-02-06,1441178.93147170
USD_KRW,2018-02-07,1082.61000000
EUR_KRW,2018-02-07,1335.72000000
JPY_KRW,2018-02-07,9.90600000
XAU_USD,2018-02-07,1311.59997559
XAU_KRW,2018-02-07,1419951.24957349
USD_KRW,2018-02-08,1089.92000000
EUR_KRW,2018-02-08,1335.37000000
JPY_KRW,2018-02-08,9.94240000
XAU_USD,2018-02-08,1316.90002441
XAU_KRW,2018-02-08,1435315.67460495
USD_KRW,2018-02-09,1088.72000000
EUR_KRW,2018-02-09,1336.19000000
JPY_KRW,2018-02-09,10.00220000
XAU_USD,2018-02-09,1313.09997559
XAU_KRW,2018-02-09,1429598.20542434
USD_KRW,2018-02-12,1083.18000000
EUR_KRW,2018-02-12,1328.30000000
JPY_KRW,2018-02-12,9.97000000
XAU_USD,2018-02-12,1324.19995117
XAU_KRW,2018-02-12,1434346.90310832
USD_KRW,2018-02-13,1085.09000000
EUR_KRW,2018-02-13,1338.24000000
JPY_KRW,2018-02-13,10.07560000
XAU_USD,2018-02-13,1328.09997559
XAU_KRW,2018-02-13,1441108.00251295
USD_KRW,2018-02-14,1078.06000000
EUR_KRW,2018-02-14,1331.19000000
JPY_KRW,2018-02-14,10.05430000
XAU_USD,2018-02-14,1355.50000000
XAU_KRW,2018-02-14,1461310.33000000
USD_KRW,2018-02-15,1065.20000000
EUR_KRW,2018-02-15,1330.75000000
JPY_KRW,2018-02-15,9.99740000
XAU_USD,2018-02-15,1352.09997559
XAU_KRW,2018-02-15,1440256.89399847
USD_KRW,2018-02-16,1064.87000000
EUR_KRW,2018-02-16,1327.26000000
JPY_KRW,2018-02-16,10.02920000
XAU_USD,2018-02-16,1353.19995117
XAU_KRW,2018-02-16,1440982.03200240
USD_KRW,2018-02-19,1066.86000000
EUR_KRW,2018-02-19,1323.97000000
JPY_KRW,2018-02-19,10.01190000
USD_KRW,2018-02-20,1072.69000000
EUR_KRW,2018-02-20,1323.70000000
JPY_KRW,2018-02-20,10.00910000
XAU_USD,2018-02-20,1328.80004883
XAU_KRW,2018-02-20,1425390.52437945
USD_KRW,2018-02-21,1073.77000000
EUR_KRW,2018-02-21,1322.02000000
JPY_KRW,2018-02-21,9.98430000
XAU_USD,2018-02-21,1330.00000000
XAU_KRW,2018-02-21,1428114.10000000
USD_KRW,2018-02-22,1084.44000000
EUR_KRW,2018-02-22,1331.26000000
JPY_KRW,2018-02-22,10.12600000
XAU_USD,2018-02-22,1330.59997559
XAU_KRW,2018-02-22,1442955.83752882
USD_KRW,2018-02-23,1076.81000000
EUR_KRW,2018-02-23,1324.37000000
JPY_KRW,2018-02-23,10.08810000
XAU_USD,2018-02-23,1328.19995117
XAU_KRW,2018-02-23,1430218.98941937
USD_KRW,2018-02-26,1071.56000000
EUR_KRW,2018-02-26,1320.16000000
JPY_KRW,2018-02-26,10.03160000
XAU_USD,2018-02-26,1330.69995117
XAU_KRW,2018-02-26,1425924.83967573
USD_KRW,2018-02-27,1071.87000000
EUR_KRW,2018-02-27,1318.51000000
JPY_KRW,2018-02-27,10.00610000
XAU_USD,2018-02-27,1315.50000000
XAU_KRW,2018-02-27,1410044.98500000
USD_KRW,2018-02-28,1080.93000000
EUR_KRW,2018-02-28,1320.25000000
JPY_KRW,2018-02-28,10.09980000
XAU_USD,2018-02-28,1315.50000000
XAU_KRW,2018-02-28,1421963.41500000
USD_KRW,2018-03-01,1087.41000000
EUR_KRW,2018-03-01,1323.49000000
JPY_KRW,2018-03-01,10.18230000
XAU_USD,2018-03-01,1302.90002441
XAU_KRW,2018-03-01,1416786.51554368
USD_KRW,2018-03-02,1084.18000000
EUR_KRW,2018-03-02,1334.84000000
JPY_KRW,2018-03-02,10.28620000
XAU_USD,2018-03-02,1321.09997559
XAU_KRW,2018-03-02,1432310.17153517
USD_KRW,2018-03-05,1079.62000000
EUR_KRW,2018-03-05,1328.69000000
JPY_KRW,2018-03-05,10.21910000
XAU_USD,2018-03-05,1318.09997559
XAU_KRW,2018-03-05,1423047.09564648
USD_KRW,2018-03-06,1061.09000000
EUR_KRW,2018-03-06,1316.92000000
JPY_KRW,2018-03-06,9.98880000
XAU_USD,2018-03-06,1333.59997559
XAU_KRW,2018-03-06,1415069.59809879
USD_KRW,2018-03-07,1069.27000000
EUR_KRW,2018-03-07,1327.71000000
JPY_KRW,2018-03-07,10.10360000
XAU_USD,2018-03-07,1326.00000000
XAU_KRW,2018-03-07,1417852.02000000
USD_KRW,2018-03-08,1071.84000000
EUR_KRW,2018-03-08,1331.33000000
JPY_KRW,2018-03-08,10.09880000
XAU_USD,2018-03-08,1319.90002441
XAU_KRW,2018-03-08,1414721.64216361
USD_KRW,2018-03-09,1070.30000000
EUR_KRW,2018-03-09,1315.51000000
JPY_KRW,2018-03-09,10.01840000
XAU_USD,2018-03-09,1322.40002441
XAU_KRW,2018-03-09,1415364.74612602
USD_KRW,2018-03-12,1066.62000000
EUR_KRW,2018-03-12,1312.16000000
JPY_KRW,2018-03-12,10.01340000
XAU_USD,2018-03-12,1319.40002441
XAU_KRW,2018-03-12,1407298.45403619
USD_KRW,2018-03-13,1063.86000000
EUR_KRW,2018-03-13,1316.84000000
JPY_KRW,2018-03-13,9.95270000
XAU_USD,2018-03-13,1325.90002441
XAU_KRW,2018-03-13,1410571.99996882
USD_KRW,2018-03-14,1062.31000000
EUR_KRW,2018-03-14,1313.97000000
JPY_KRW,2018-03-14,9.97170000
XAU_USD,2018-03-14,1324.40002441
XAU_KRW,2018-03-14,1406923.38993099
USD_KRW,2018-03-15,1065.24000000
EUR_KRW,2018-03-15,1314.61000000
JPY_KRW,2018-03-15,10.04290000
XAU_USD,2018-03-15,1316.80004883
XAU_KRW,2018-03-15,1402708.08401567
USD_KRW,2018-03-16,1067.74000000
EUR_KRW,2018-03-16,1313.43000000
JPY_KRW,2018-03-16,10.08700000
XAU_USD,2018-03-16,1311.30004883
XAU_KRW,2018-03-16,1400127.51413774
USD_KRW,2018-03-19,1073.33000000
EUR_KRW,2018-03-19,1321.16000000
JPY_KRW,2018-03-19,10.11220000
XAU_USD,2018-03-19,1316.80004883
XAU_KRW,2018-03-19,1413360.99641070
USD_KRW,2018-03-20,1071.14000000
EUR_KRW,2018-03-20,1314.93000000
JPY_KRW,2018-03-20,10.05910000
XAU_USD,2018-03-20,1311.09997559
XAU_KRW,2018-03-20,1404371.62785347
USD_KRW,2018-03-21,1072.13000000
EUR_KRW,2018-03-21,1317.22000000
JPY_KRW,2018-03-21,10.09360000
XAU_USD,2018-03-21,1320.69995117
XAU_KRW,2018-03-21,1415962.03864789
USD_KRW,2018-03-22,1080.32000000
EUR_KRW,2018-03-22,1330.52000000
JPY_KRW,2018-03-22,10.25450000
XAU_USD,2018-03-22,1326.59997559
XAU_KRW,2018-03-22,1433152.48562939
USD_KRW,2018-03-23,1077.51000000
EUR_KRW,2018-03-23,1330.30000000
JPY_KRW,2018-03-23,10.25360000
XAU_USD,2018-03-23,1349.30004883
XAU_KRW,2018-03-23,1453884.29561481
USD_KRW,2018-03-26,1077.26000000
EUR_KRW,2018-03-26,1336.99000000
JPY_KRW,2018-03-26,10.24750000
XAU_USD,2018-03-26,1354.40002441
XAU_KRW,2018-03-26,1459040.97029592
USD_KRW,2018-03-27,1073.74000000
EUR_KRW,2018-03-27,1328.86000000
JPY_KRW,2018-03-27,10.14090000
XAU_USD,2018-03-27,1341.30004883
XAU_KRW,2018-03-27,1440207.51443072
USD_KRW,2018-03-28,1065.87000000
EUR_KRW,2018-03-28,1321.47000000
JPY_KRW,2018-03-28,10.04160000
XAU_USD,2018-03-28,1324.19995117
XAU_KRW,2018-03-28,1411425.00195357
USD_KRW,2018-03-29,1063.95000000
EUR_KRW,2018-03-29,1310.89000000
JPY_KRW,2018-03-29,9.99530000
XAU_USD,2018-03-29,1322.80004883
XAU_KRW,2018-03-29,1407393.11195268
XAU_USD,2018-04-02,1342.09997559
XAU_KRW,2018-04-02,1427927.26902898
USD_KRW,2018-04-03,1054.49000000
EUR_KRW,2018-04-03,1297.87000000
JPY_KRW,2018-04-03,9.92560000
XAU_USD,2018-04-03,1332.80004883
XAU_KRW,2018-04-03,1405424.32349075
USD_KRW,2018-04-04,1064.23000000
EUR_KRW,2018-04-04,1306.45000000
JPY_KRW,2018-04-04,10.01650000
XAU_USD,2018-04-04,1335.80004883
XAU_KRW,2018-04-04,1421598.48596635
USD_KRW,2018-04-05,1059.88000000
EUR_KRW,2018-04-05,1299.41000000
JPY_KRW,2018-04-05,9.89950000
XAU_USD,2018-04-05,1324.30004883
XAU_KRW,2018-04-05,1403599.13575394
USD_KRW,2018-04-06,1071.56000000
EUR_KRW,2018-04-06,1310.95000000
JPY_KRW,2018-04-06,9.98290000
XAU_USD,2018-04-06,1331.90002441
XAU_KRW,2018-04-06,1427210.79015678
USD_KRW,2018-04-09,1070.13000000
EUR_KRW,2018-04-09,1316.69000000
JPY_KRW,2018-04-09,10.00070000
XAU_USD,2018-04-09,1336.30004883
XAU_KRW,2018-04-09,1430014.77125445
USD_KRW,2018-04-10,1067.47000000
EUR_KRW,2018-04-10,1319.50000000
JPY_KRW,2018-04-10,9.97510000
XAU_USD,2018-04-10,1342.00000000
XAU_KRW,2018-04-10,1432544.74000000
USD_KRW,2018-04-11,1069.61000000
EUR_KRW,2018-04-11,1324.61000000
JPY_KRW,2018-04-11,10.01520000
XAU_USD,2018-04-11,1356.50000000
XAU_KRW,2018-04-11,1450925.96500000
USD_KRW,2018-04-12,1071.05000000
EUR_KRW,2018-04-12,1319.86000000
JPY_KRW,2018-04-12,9.99590000
XAU_USD,2018-04-12,1338.40002441
XAU_KRW,2018-04-12,1433493.34614433
USD_KRW,2018-04-13,1068.65000000
EUR_KRW,2018-04-13,1316.26000000
JPY_KRW,2018-04-13,9.92360000
XAU_USD,2018-04-13,1344.80004883
XAU_KRW,2018-04-13,1437120.57218218
USD_KRW,2018-04-16,1073.83000000
EUR_KRW,2018-04-16,1328.33000000
JPY_KRW,2018-04-16,10.00470000
XAU_USD,2018-04-16,1347.50000000
XAU_KRW,2018-04-16,1446985.92500000
USD_KRW,2018-04-17,1068.71000000
EUR_KRW,2018-04-17,1320.61000000
JPY_KRW,2018-04-17,9.97820000
XAU_USD,2018-04-17,1347.19995117
XAU_KRW,2018-04-17,1439766.05981489
USD_KRW,2018-04-18,1065.19000000
EUR_KRW,2018-04-18,1319.56000000
JPY_KRW,2018-04-18,9.93490000
XAU_USD,2018-04-18,1351.19995117
XAU_KRW,2018-04-18,1439284.67598677
USD_KRW,2018-04-19,1061.52000000
EUR_KRW,2018-04-19,1314.38000000
JPY_KRW,2018-04-19,9.89150000
XAU_USD,2018-04-19,1346.80004883
XAU_KRW,2018-04-19,1429655.18783402
USD_KRW,2018-04-20,1069.35000000
EUR_KRW,2018-04-20,1316.26000000
JPY_KRW,2018-04-20,9.94080000
XAU_USD,2018-04-20,1336.69995117
XAU_KRW,2018-04-20,1429400.09278364
USD_KRW,2018-04-23,1077.24000000
EUR_KRW,2018-04-23,1318.33000000
JPY_KRW,2018-04-23,9.95870000
XAU_USD,2018-04-23,1322.50000000
XAU_KRW,2018-04-23,1424649.90000000
USD_KRW,2018-04-24,1076.44000000
EUR_KRW,2018-04-24,1314.66000000
JPY_KRW,2018-04-24,9.89060000
XAU_USD,2018-04-24,1331.40002441
XAU_KRW,2018-04-24,1433172.24227590
USD_KRW,2018-04-25,1083.80000000
EUR_KRW,2018-04-25,1320.61000000
JPY_KRW,2018-04-25,9.92720000
XAU_USD,2018-04-25,1321.19995117
XAU_KRW,2018-04-25,1431916.50707805
USD_KRW,2018-04-26,1077.05000000
EUR_KRW,2018-04-26,1310.55000000
JPY_KRW,2018-04-26,9.86340000
XAU_USD,2018-04-26,1316.30004883
XAU_KRW,2018-04-26,1417720.96759235
USD_KRW,2018-04-27,1070.27000000
EUR_KRW,2018-04-27,1291.82000000
JPY_KRW,2018-04-27,9.79020000
XAU_USD,2018-04-27,1320.30004883
XAU_KRW,2018-04-27,1413077.53326128
USD_KRW,2018-04-30,1069.66000000
EUR_KRW,2018-04-30,1292.04000000
JPY_KRW,2018-04-30,9.77930000
XAU_USD,2018-04-30,1316.19995117
XAU_KRW,2018-04-30,1407886.43976850
XAU_USD,2018-05-01,1303.80004883
XAU_KRW,2018-05-01,1394622.76023150
USD_KRW,2018-05-02,1075.66000000
EUR_KRW,2018-05-02,1291.54000000
JPY_KRW,2018-05-02,9.79630000
XAU_USD,2018-05-02,1302.59997559
XAU_KRW,2018-05-02,1401154.68974314
USD_KRW,2018-05-03,1074.85000000
EUR_KRW,2018-05-03,1288.96000000
JPY_KRW,2018-05-03,9.83710000
XAU_USD,2018-05-03,1310.69995117
XAU_KRW,2018-05-03,1408805.84251507
USD_KRW,2018-05-04,1076.38000000
EUR_KRW,2018-05-04,1288.32000000
JPY_KRW,2018-05-04,9.88200000
XAU_USD,2018-05-04,1312.69995117
XAU_KRW,2018-05-04,1412963.97344036
USD_KRW,2018-05-07,1082.25000000
EUR_KRW,2018-05-07,1288.09000000
JPY_KRW,2018-05-07,9.89700000
XAU_USD,2018-05-07,1312.19995117
XAU_KRW,2018-05-07,1420128.39715373
USD_KRW,2018-05-08,1077.42000000
EUR_KRW,2018-05-08,1278.90000000
JPY_KRW,2018-05-08,9.87950000
XAU_USD,2018-05-08,1312.00000000
XAU_KRW,2018-05-08,1413575.04000000
USD_KRW,2018-05-09,1077.15000000
EUR_KRW,2018-05-09,1279.55000000
JPY_KRW,2018-05-09,9.82460000
XAU_USD,2018-05-09,1311.30004883
XAU_KRW,2018-05-09,1412466.84759723
USD_KRW,2018-05-10,1069.83000000
EUR_KRW,2018-05-10,1270.74000000
JPY_KRW,2018-05-10,9.75840000
XAU_USD,2018-05-10,1320.80004883
XAU_KRW,2018-05-10,1413031.51623980
USD_KRW,2018-05-11,1066.76000000
EUR_KRW,2018-05-11,1273.07000000
JPY_KRW,2018-05-11,9.75980000
XAU_USD,2018-05-11,1319.00000000
XAU_KRW,2018-05-11,1407056.44000000
USD_KRW,2018-05-14,1068.35000000
EUR_KRW,2018-05-14,1280.74000000
JPY_KRW,2018-05-14,9.75650000
XAU_USD,2018-05-14,1316.50000000
XAU_KRW,2018-05-14,1406482.77500000
USD_KRW,2018-05-15,1076.43000000
EUR_KRW,2018-05-15,1279.12000000
JPY_KRW,2018-05-15,9.78140000
XAU_USD,2018-05-15,1288.90002441
XAU_KRW,2018-05-15,1387410.65327566
USD_KRW,2018-05-16,1081.55000000
EUR_KRW,2018-05-16,1274.50000000
JPY_KRW,2018-05-16,9.81670000
XAU_USD,2018-05-16,1290.19995117
XAU_KRW,2018-05-16,1395415.75718791
USD_KRW,2018-05-17,1080.56000000
EUR_KRW,2018-05-17,1275.60000000
JPY_KRW,2018-05-17,9.76270000
XAU_USD,2018-05-17,1288.19995117
XAU_KRW,2018-05-17,1391977.33923626
USD_KRW,2018-05-18,1080.87000000
EUR_KRW,2018-05-18,1273.37000000
JPY_KRW,2018-05-18,9.74340000
XAU_USD,2018-05-18,1290.19995117
XAU_KRW,2018-05-18,1394538.42122112
USD_KRW,2018-05-21,1084.16000000
EUR_KRW,2018-05-21,1274.86000000
JPY_KRW,2018-05-21,9.74370000
XAU_USD,2018-05-21,1290.19995117
XAU_KRW,2018-05-21,1398783.17906047
USD_KRW,2018-05-22,1075.06000000
EUR_KRW,2018-05-22,1267.93000000
JPY_KRW,2018-05-22,9.70110000
XAU_USD,2018-05-22,1291.69995117
XAU_KRW,2018-05-22,1388654.94950482
USD_KRW,2018-05-23,1081.95000000
EUR_KRW,2018-05-23,1266.75000000
JPY_KRW,2018-05-23,9.84950000
XAU_USD,2018-05-23,1289.30004883
XAU_KRW,2018-05-23,1394958.18783162
USD_KRW,2018-05-24,1078.42000000
EUR_KRW,2018-05-24,1264.77000000
JPY_KRW,2018-05-24,9.84560000
XAU_USD,2018-05-24,1303.69995117
XAU_KRW,2018-05-24,1405936.10134075
USD_KRW,2018-05-25,1078.84000000
EUR_KRW,2018-05-25,1259.55000000
JPY_KRW,2018-05-25,9.86180000
XAU_USD,2018-05-25,1303.30004883
XAU_KRW,2018-05-25,1406052.22467976
USD_KRW,2018-05-28,1074.23000000
EUR_KRW,2018-05-28,1250.83000000
JPY_KRW,2018-05-28,9.82350000
USD_KRW,2018-05-29,1080.21000000
EUR_KRW,2018-05-29,1248.51000000
JPY_KRW,2018-05-29,9.91830000
XAU_USD,2018-05-29,1298.69995117
XAU_KRW,2018-05-29,1402868.67425335
USD_KRW,2018-05-30,1079.27000000
EUR_KRW,2018-05-30,1255.41000000
JPY_KRW,2018-05-30,9.90380000
XAU_USD,2018-05-30,1301.50000000
XAU_KRW,2018-05-30,1404669.90500000
USD_KRW,2018-05-31,1078.08000000
EUR_KRW,2018-05-31,1261.25000000
JPY_KRW,2018-05-31,9.90540000
XAU_USD,2018-05-31,1300.09997559
XAU_KRW,2018-05-31,1401611.78168407
USD_KRW,2018-06-01,1074.79000000
EUR_KRW,2018-06-01,1254.17000000
JPY_KRW,2018-06-01,9.81810000
XAU_USD,2018-06-01,1294.80004883
XAU_KRW,2018-06-01,1391638.14448200
USD_KRW,2018-06-04,1069.17000000
EUR_KRW,2018-06-04,1254.88000000
JPY_KRW,2018-06-04,9.77020000
XAU_USD,2018-06-04,1293.09997559
XAU_KRW,2018-06-04,1382543.70090156
USD_KRW,2018-06-05,1070.95000000
EUR_KRW,2018-06-05,1250.33000000
JPY_KRW,2018-06-05,9.76210000
XAU_USD,2018-06-05,1297.50000000
XAU_KRW,2018-06-05,1389557.62500000
USD_KRW,2018-06-06,1067.11000000
EUR_KRW,2018-06-06,1255.45000000
JPY_KRW,2018-06-06,9.68940000
XAU_USD,2018-06-06,1297.09997559
XAU_KRW,2018-06-06,1384148.35495184
USD_KRW,2018-06-07,1069.97000000
EUR_KRW,2018-06-07,1266.42000000
JPY_KRW,2018-06-07,9.72220000
XAU_USD,2018-06-07,1298.69995117
XAU_KRW,2018-06-07,1389569.98675336
USD_KRW,2018-06-08,1074.92000000
EUR_KRW,2018-06-08,1263.46000000
JPY_KRW,2018-06-08,9.82170000
XAU_USD,2018-06-08,1298.09997559
XAU_KRW,2018-06-08,1395353.62576120
USD_KRW,2018-06-11,1075.62000000
EUR_KRW,2018-06-11,1268.16000000
JPY_KRW,2018-06-11,9.78370000
XAU_USD,2018-06-11,1298.90002441
XAU_KRW,2018-06-11,1397122.84425588
USD_KRW,2018-06-12,1079.18000000
EUR_KRW,2018-06-12,1272.14000000
JPY_KRW,2018-06-12,9.78340000
XAU_USD,2018-06-12,1295.09997559
XAU_KRW,2018-06-12,1397645.99165722
USD_KRW,2018-06-13,1084.56000000
EUR_KRW,2018-06-13,1275.88000000
JPY_KRW,2018-06-13,9.81220000
XAU_USD,2018-06-13,1296.90002441
XAU_KRW,2018-06-13,1406565.89047411
USD_KRW,2018-06-14,1082.30000000
EUR_KRW,2018-06-14,1269.54000000
JPY_KRW,2018-06-14,9.83000000
XAU_USD,2018-06-14,1304.00000000
XAU_KRW,2018-06-14,1411319.20000000
USD_KRW,2018-06-15,1097.73000000
EUR_KRW,2018-06-15,1272.93000000
JPY_KRW,2018-06-15,9.92070000
XAU_USD,2018-06-15,1274.59997559
XAU_KRW,2018-06-15,1399166.63120441
USD_KRW,2018-06-18,1104.42000000
EUR_KRW,2018-06-18,1282.56000000
JPY_KRW,2018-06-18,9.99890000
XAU_USD,2018-06-18,1276.19995117
XAU_KRW,2018-06-18,1409460.75007117
USD_KRW,2018-06-19,1116.62000000
EUR_KRW,2018-06-19,1287.91000000
JPY_KRW,2018-06-19,10.15860000
XAU_USD,2018-06-19,1275.59997559
XAU_KRW,2018-06-19,1424360.44474331
USD_KRW,2018-06-20,1107.26000000
EUR_KRW,2018-06-20,1281.98000000
JPY_KRW,2018-06-20,10.06340000
XAU_USD,2018-06-20,1271.19995117
XAU_KRW,2018-06-20,1407548.85793249
USD_KRW,2018-06-21,1110.06000000
EUR_KRW,2018-06-21,1280.79000000
JPY_KRW,2018-06-21,10.03830000
XAU_USD,2018-06-21,1267.19995117
XAU_KRW,2018-06-21,1406667.97779577
USD_KRW,2018-06-22,1110.71000000
EUR_KRW,2018-06-22,1293.76000000
JPY_KRW,2018-06-22,10.08390000
XAU_USD,2018-06-22,1267.40002441
XAU_KRW,2018-06-22,1407713.88111243
USD_KRW,2018-06-25,1114.49000000
EUR_KRW,2018-06-25,1303.95000000
JPY_KRW,2018-06-25,10.17040000
XAU_USD,2018-06-25,1265.59997559
XAU_KRW,2018-06-25,1410498.51679530
USD_KRW,2018-06-26,1119.19000000
EUR_KRW,2018-06-26,1306.32000000
JPY_KRW,2018-06-26,10.20960000
XAU_USD,2018-06-26,1256.59997559
XAU_KRW,2018-06-26,1406374.12668057
USD_KRW,2018-06-27,1118.18000000
EUR_KRW,2018-06-27,1298.88000000
JPY_KRW,2018-06-27,10.14120000
XAU_USD,2018-06-27,1252.80004883
XAU_KRW,2018-06-27,1400855.95860073
USD_KRW,2018-06-28,1122.57000000
EUR_KRW,2018-06-28,1300.27000000
JPY_KRW,2018-06-28,10.18780000
XAU_USD,2018-06-28,1247.80004883
XAU_KRW,2018-06-28,1400742.90081509
USD_KRW,2018-06-29,1112.30000000
EUR_KRW,2018-06-29,1296.72000000
JPY_KRW,2018-06-29,10.04900000
XAU_USD,2018-06-29,1251.30004883
XAU_KRW,2018-06-29,1391821.04431361
USD_KRW,2018-07-02,1120.26000000
EUR_KRW,2018-07-02,1303.87000000
JPY_KRW,2018-07-02,10.11850000
XAU_USD,2018-07-02,1239.80004883
XAU_KRW,2018-07-02,1388898.40270230
USD_KRW,2018-07-03,1112.79000000
EUR_KRW,2018-07-03,1298.07000000
JPY_KRW,2018-07-03,10.05550000
XAU_USD,2018-07-03,1251.59997559
XAU_KRW,2018-07-03,1392767.93683680
USD_KRW,2018-07-04,1117.68000000
EUR_KRW,2018-07-04,1301.20000000
JPY_KRW,2018-07-04,10.11500000
USD_KRW,2018-07-05,1118.01000000
EUR_KRW,2018-07-05,1309.08000000
JPY_KRW,2018-07-05,10.10640000
XAU_USD,2018-07-05,1257.30004883
XAU_KRW,2018-07-05,1405674.02759243
USD_KRW,2018-07-06,1118.15000000
EUR_KRW,2018-07-06,1310.92000000
JPY_KRW,2018-07-06,10.11120000
XAU_USD,2018-07-06,1254.30004883
XAU_KRW,2018-07-06,1402495.59959926
USD_KRW,2018-07-09,1111.10000000
EUR_KRW,2018-07-09,1309.88000000
JPY_KRW,2018-07-09,10.05970000
XAU_USD,2018-07-09,1258.09997559
XAU_KRW,2018-07-09,1397874.88287805
